Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
Huike Group,1.0,2018-05-24,China,Beijing,Enterprise Tech,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",2018,8,2010,15,0.0,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
ChinaC.com,1.0,2018-06-11,China,Wuxi,Enterprise Tech,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",2018,12,2006,19,0.0,0,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
LinkDoc Technology,1.0,2018-07-05,China,Beijing,Healthcare & Life Sciences,"China Investment Corporation, New Enterprise Associates",2018,4,2014,11,0.0,1,0,1,2,0,0,False,False,True,False,True,False,False,False,False,False,True
Movile,1.0,2018-07-12,Brazil,Sao Paulo,Consumer & Retail,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",2018,20,1998,27,0.0,0,0,3,3,0,1,False,False,False,False,False,False,False,True,False,False,True
Pat McGrath Labs,1.0,2018-07-16,United States,New York,Consumer & Retail,"One Luxury Group, Eurazeo",2018,2,2016,9,0.0,1,0,1,2,0,1,False,False,False,False,False,True,False,False,False,False,True
Wacai,1.0,2018-07-18,China,Hangzhou,Financial Services,"Qiming Venture Partners, China Broadband Capital, CDH Investments",2018,9,2009,16,0.0,0,0,1,3,0,1,False,True,False,False,False,False,False,False,False,False,True
FlashEx,1.0,2018-08-27,China,Beijing,Industrials,"Prometheus Capital, Matrix Partners China, JD Capital Management",2018,4,2014,11,0.0,1,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Banma Network Technologies,1.0,2018-09-13,China,Shanghai,Industrials,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",2018,3,2015,10,0.0,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Tresata,1.0,2018-10-10,United States,Charlotte,Financial Services,GCP Capital Partners,2018,7,2011,14,0.0,0,0,1,1,0,1,False,True,False,False,True,False,False,False,False,False,True
Momenta,1.0,2018-10-17,China,Beijing,Industrials,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2018,2,2016,9,0.0,1,0,1,3,1,0,False,False,False,True,False,True,False,False,False,False,True
Hosjoy,1.0,2018-10-18,China,Nanjing,Consumer & Retail,"U.S.-China Green Fund, Founder H Fund, Richland Equities",2018,9,2009,16,0.0,0,0,1,3,0,1,False,False,False,False,False,False,False,False,False,False,True
Omio,1.0,2018-10-23,Germany,Berlin,Consumer & Retail,"Lakestar, Battery Ventures, New Enterprise Associates",2018,5,2013,12,0.0,0,0,2,3,0,1,False,False,False,False,True,False,False,False,False,False,True
BitFury,1.0,2018-11-06,Netherlands,Amsterdam,Enterprise Tech,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",2018,7,2011,14,0.0,0,0,3,3,0,1,True,False,False,False,True,False,False,False,False,False,True
REEF Technology,1.0,2018-12-10,United States,Miami,Industrials,"Target Global, UBS Asset Management, Mubadala Capital",2018,3,2015,10,0.0,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Globality,1.0,2019-01-22,United States,Menlo Park,Enterprise Tech,SoftBank Group,2019,4,2015,10,0.0,1,1,1,1,1,1,True,False,False,False,False,True,False,False,False,False,True
Ynsect,1.0,2019-02-21,France,Evry,Industrials,"Astanor Ventures, Upfront Ventures, IDInvest Partners",2019,8,2011,14,0.0,0,0,2,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Poizon,1.0,2019-04-29,China,Shanghai,Consumer & Retail,"DST Global, Sequoia Capital China, Gaorong Capital",2019,4,2015,10,0.0,0,0,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
SITECH DEV,1.0,2019-05-16,China,Guiyang,Industrials,China Prosperity Capital,2019,2,2017,8,0.0,0,0,1,1,0,0,False,False,False,True,False,True,False,False,False,False,True
KnowBox,1.0,2019-05-30,China,Beijing,Consumer & Retail,"TAL Education Group, Legend Star, Alibaba Group",2019,5,2014,11,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Meero,1.0,2019-06-18,France,Paris,Media & Entertainment,"Aglae Ventures, Global Founders Capital, Alven Capital",2019,3,2016,9,0.0,0,0,2,3,0,1,False,False,False,False,False,True,False,False,False,False,True
C2FO,1.0,2019-08-07,United States,Leawood,Financial Services,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",2019,11,2008,17,0.0,0,0,1,3,0,1,False,True,False,False,False,False,False,False,False,False,True
Numbrs,1.0,2019-08-22,Switzerland,Zurich,Financial Services,"Investment Corporation of Dubai, Centralway",2019,7,2012,13,0.0,0,0,3,2,0,1,False,True,False,False,True,False,False,False,False,False,True
EBANX,1.0,2019-10-16,Brazil,Curitiba,Financial Services,"FTV Capital, Endeavor",2019,7,2012,13,0.0,0,0,3,2,0,1,False,True,False,False,True,False,False,False,False,False,True
KK Group,3.0,2019-10-23,China,Dongguan,Consumer & Retail,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",2019,5,2014,11,1.0986122886681098,0,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Hotmart,1.0,2020-03-17,Netherlands,Amsterdam,Consumer & Retail,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",2020,9,2011,14,0.0,0,0,3,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Dubizzle Group,1.0,2020-04-28,United Arab Emirates,Dubai,Consumer & Retail,"OLX Group, KCK Group, EXOR Seeds",2020,15,2005,20,0.0,0,0,3,3,0,1,False,False,False,False,False,False,False,False,False,False,True
Quizlet,1.0,2020-05-13,United States,San Francisco,Consumer & Retail,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2020,15,2005,20,0.0,1,1,1,3,0,1,False,False,False,False,False,False,False,False,False,False,True
Orca Bio,1.0,2020-06-17,United States,Menlo Park,Healthcare & Life Sciences,"Lightspeed Venture Partners, Data Collective, 8VC",2020,4,2016,9,0.0,1,1,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True
Infobip,1.0,2020-07-30,Croatia,Vodnjan,Enterprise Tech,One Equity Partners,2020,14,2006,19,0.0,0,0,3,1,0,1,True,False,False,False,False,False,False,False,False,False,True
Zwift,1.0,2020-09-16,United States,Long Beach,Healthcare & Life Sciences,"Novator Partners, True, Causeway Media Partners",2020,6,2014,11,0.0,0,0,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Gousto,1.7,2020-11-03,United Kingdom,London,Consumer & Retail,"MMC Ventures, BGF Ventures, Unilever Ventures",2020,8,2012,13,0.5306282510621704,1,0,2,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Alation,1.7,2021-06-03,United States,Redwood City,Enterprise Tech,"Costanoa Ventures, Data Collective, Salesforce Ventures",2021,9,2012,13,0.5306282510621704,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Boom Supersonic,1.0,2020-12-16,United States,Englewood,Industrials,"WRVI Capital, Caffeinated Capital, Y Combinator",2020,6,2014,11,0.0,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Quantum Metric,1.0,2021-01-07,United States,Colorado Springs,Enterprise Tech,"Insight Partners, Bain Capital Ventures",2021,6,2015,10,0.0,0,0,1,2,1,1,True,False,False,False,False,True,False,False,False,False,True
News Break,1.0,2021-01-07,United States,Mountain View,Media & Entertainment,"IDG Capital, Francisco Partners, ZhenFund",2021,6,2015,10,0.0,1,1,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
MadeiraMadeira,1.0,2021-01-07,Brazil,Parana,Consumer & Retail,"Flybridge Capital Partners, SoftBank Group, Monashees+",2021,12,2009,16,0.0,0,0,3,3,1,1,False,False,False,False,False,False,False,False,False,False,True
PPRO,1.0,2021-01-19,United Kingdom,London,Financial Services,"Wellington Management, Eurazeo, Citi Ventures",2021,15,2006,19,0.0,1,0,2,3,0,1,False,True,False,False,False,False,False,False,False,False,True
Splashtop,1.0,2021-01-27,United States,San Jose,Enterprise Tech,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",2021,15,2006,19,0.0,1,1,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
Axiom Space,1.0,2021-02-16,United States,Houston,Industrials,"C5 Capital, Hemisphere Ventures, The Venture Collective",2021,5,2016,9,0.0,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Locus Robotics,1.0,2021-02-17,United States,Wilmington,Industrials,"Scale Venture Partners, Bond, Tiger Global Management",2021,7,2014,11,0.0,0,0,1,3,1,0,False,False,False,True,True,False,False,False,False,False,True
Standard AI,1.0,2021-02-17,United States,San Francisco,Consumer & Retail,"CRV, Y Combinator, Initialized Capital",2021,4,2017,8,0.0,1,1,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Newsela,1.0,2021-02-25,United States,New York,Consumer & Retail,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",2021,8,2013,12,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Aqua Security,1.0,2021-03-10,Israel,Ramat Gan,Enterprise Tech,"TLV Partners, Lightspeed Venture Partners, M12",2021,6,2015,10,0.0,0,0,2,3,1,1,True,False,False,False,False,True,False,False,False,False,True
PatSnap,1.0,2021-03-16,Singapore,Singapore,Enterprise Tech,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",2021,14,2007,18,0.0,0,0,2,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Evidation,1.0,2021-03-22,United States,San Mateo,Healthcare & Life Sciences,"B Capital Group,, GE Ventures, McKesson Ventures",2021,9,2012,13,0.0,0,0,1,4,0,0,False,False,True,False,True,False,False,False,False,False,True
Feedzai,1.0,2021-03-24,United States,San Mateo,Financial Services,"Global Founders Capital, Shea Ventures, Greycroft",2021,12,2009,16,0.0,0,0,1,3,0,1,False,True,False,False,False,False,False,False,False,False,True
Cameo,1.0,2021-03-30,United States,Chicago,Media & Entertainment,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",2021,5,2016,9,0.0,0,0,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Hyperchain,1.0,2021-04-11,China,Hangzhou,Enterprise Tech,"Yinhong Equity Investment Fund, E Fund, Ideal International",2021,5,2016,9,0.0,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
The Zebra,1.0,2021-04-12,United States,Austin,Insurance,"Silverton Partners, Accel, Ballast Point Ventures",2021,9,2012,13,0.0,0,0,1,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Fiture,1.0,2021-04-14,China,Chengdu,Healthcare & Life Sciences,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2021,2,2019,6,0.0,0,0,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True
Injective,1.0,2021-04-20,United States,New York,Financial Services,"Pantera Capital, Cadenza Ventures, BlockTower Capital",2021,1,2020,5,0.0,1,0,1,3,0,1,False,True,False,False,False,False,True,False,False,False,True
Sift,1.0,2021-04-22,United States,San Francisco,Enterprise Tech,"Union Square Ventures, Insight Partners, Spark Capital",2021,10,2011,14,0.0,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Teya,1.0,2021-04-09,United Kingdom,London,Financial Services,"Tiger Global Management, Hedosophia",2021,2,2019,6,0.0,1,0,2,2,1,1,False,True,False,False,False,True,False,False,False,False,True
Capsule,1.0,2021-04-28,United States,New York,Healthcare & Life Sciences,"Thrive Capital, Durable Capital Partners, G Squared",2021,5,2016,9,0.0,1,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
MOLOCO,1.5,2021-04-29,United States,Redwood City,Enterprise Tech,"Smilegate Investment, DSC Investments, KTB Ventures",2021,8,2013,12,0.4054651081081644,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Mux,1.0,2021-04-30,United States,San Francisco,Media & Entertainment,"Accel, Cobalt Capital, Andreessen Horowitz",2021,6,2015,10,0.0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
XForcePlus,1.0,2021-06-01,China,Shanghai,Enterprise Tech,"Eastern Bell Capital, Danhua Capital, MSA Capital",2021,6,2015,10,0.0,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Augustinus Bader,1.0,2022-11-09,United Kingdom,London,Consumer & Retail,General Atlantic,2022,4,2018,7,0.0,1,0,2,1,0,1,False,False,False,False,False,True,False,False,False,False,True
Shift,1.0,2021-05-06,France,Paris,Insurance,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",2021,7,2014,11,0.0,0,0,2,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Zihaiguo,1.0,2021-05-06,China,Chongqing,Consumer & Retail,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",2021,3,2018,7,0.0,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Forte Labs,1.73,2021-05-12,United States,San Francisco,Media & Entertainment,"Iris Capital, Accel, Elaia Partners",2021,3,2018,7,0.5481214085096876,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Axtria,1.0,2021-05-13,United States,Berkeley Heights,Enterprise Tech,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",2021,12,2009,16,0.0,0,0,1,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Vise,1.0,2021-05-18,United States,New York,Financial Services,"Sequoia Capital, Founders Fund, Bling Capital",2021,5,2016,9,0.0,1,0,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Printful,1.0,2021-05-24,United States,Charlotte,Consumer & Retail,Bregal Sagemount,2021,5,2016,9,0.0,0,0,1,1,0,1,False,False,False,False,False,True,False,False,False,False,True
Matrixport,1.05,2021-06-01,Singapore,Singapore,Financial Services,"Dragonfly Captial, Qiming Venture Partners, DST Global",2021,2,2019,6,0.04879016416943204,0,0,2,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Shippo,1.0,2021-06-02,United States,San Francisco,Industrials,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",2021,8,2013,12,0.0,1,1,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
LetsGetChecked,1.0,2021-06-07,Ireland,Dublin,Healthcare & Life Sciences,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2021,6,2015,10,0.0,0,0,3,3,0,0,False,False,True,False,False,True,False,False,False,False,True
EcoFlow,1.0,2021-06-10,China,Shenzhen,Industrials,"Delian Capital, China International Capital Corporation, Sequoia Capital China",2021,4,2017,8,0.0,1,0,1,3,1,0,False,False,False,True,False,True,False,False,False,False,True
Carro,1.0,2021-06-14,Singapore,Singapore,Industrials,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",2021,6,2015,10,0.0,0,0,2,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Tractable,1.0,2021-06-16,United Kingdom,London,Insurance,"Insight Partners, Ignition Partners, Georgian Partners",2021,7,2014,11,0.0,1,0,2,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Xiaoe Tech,1.0,2021-06-15,China,Shenzhen,Enterprise Tech,"GGV Capital, Hillhouse Capital Management, IDG Capital",2021,5,2016,9,0.0,1,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Bringg,1.0,2021-06-16,Israel,Tel Aviv,Enterprise Tech,"Salesforce Ventures, next47, Pereg Ventures",2021,8,2013,12,0.0,1,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Simply,1.0,2021-06-21,Israel,Tel Aviv,Media & Entertainment,"Genesis Partners, Aleph, Insight Partners",2021,5,2016,9,0.0,1,0,2,3,1,1,False,False,False,False,False,True,False,False,False,False,True
SmartAsset,1.0,2021-06-24,United States,New York,Financial Services,"Javelin Venture Partners, TTV Capital, Peterson Ventures",2021,9,2012,13,0.0,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Morning Consult,1.0,2021-06-08,United States,Washington DC,Enterprise Tech,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",2021,7,2014,11,0.0,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Visier,1.0,2021-06-29,Canada,Vancouver,Enterprise Tech,"Foundation Capital, Summit Partners, Adams Street Partners",2021,11,2010,15,0.0,0,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
ShipBob,1.0,2021-06-29,United States,Chicago,Consumer & Retail,"Hyde Park Venture Partners, FundersClub. Bain Capital Ventures",2021,7,2014,11,0.0,0,0,1,2,0,1,False,False,False,False,True,False,False,False,False,False,True
MobileCoin,1.06,2021-07-07,United States,San Francisco,Financial Services,"General Catalyst, Future Ventures, AU21",2021,3,2018,7,0.058268908123975824,1,1,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Amperity,1.0,2021-07-13,United States,Seattle,Enterprise Tech,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",2021,5,2016,9,0.0,1,0,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Pantheon Systems,1.0,2021-07-13,United States,San Francisco,Enterprise Tech,"Foundry Group, Scale Venture Partners, SoftBank Group",2021,1,2020,5,0.0,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Xiaoice,1.0,2021-07-12,China,Beijing,Media & Entertainment,"NetEase Capital, Northern Light Venture Capital, Microsoft",2021,7,2014,11,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Caidya,1.0,2021-07-12,China,Shanghai,Healthcare & Life Sciences,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",2021,2,2019,6,0.0,0,0,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True
Carson Group,1.0,2021-07-14,United States,Lincoln,Financial Services,Bain Capital,2021,9,2012,13,0.0,0,0,1,1,0,1,False,True,False,False,True,False,False,False,False,False,True
Bluecore,1.0,2021-08-05,United States,New York,Consumer & Retail,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",2021,8,2013,12,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Freshbooks,1.0,2021-08-10,Canada,Toronto,Enterprise Tech,"Accomplice, Oak Investment Partners, Georgian Partners",2021,17,2004,21,0.0,0,0,2,3,0,1,True,False,False,False,False,False,False,False,False,False,True
Gelato,1.0,2021-08-16,Norway,Oslo,Consumer & Retail,"Greylock Partners, Google Ventures, BlackRock",2021,14,2007,18,0.0,0,0,3,3,1,1,False,False,False,False,False,False,False,False,False,False,True
